"Gene" "control diet" "LIDPAD_48weeks"
"8907" "REXO1" 7.51152410209687 7.3404252165592
"8908" "KLF16" 5.77917395300072 6.15724876345791
"8909" "ABHD17A" 7.56415495270273 7.51573169893834
"8910" "SCAMP4" 4.8042086246255 4.8042086246255
"8911" "ADAT3" 4.8042086246255 4.8042086246255
"8912" "CSNK1G2" 8.06333451718659 8.050520205291
"8913" "BTBD2" 7.02490542841386 6.8120005412668
"8914" "MKNK2" 8.91931615525936 9.31138319088113
"8915" "MOB3A" 5.749291713851 5.67822735473274
"8916" "IZUMO4" 6.52565731753995 6.00193775509656
"8917" "AP3D1" 9.00813510042569 8.91413040556814
"8918" "DOT1L" 7.09057468329602 7.18650788714992
"8919" "PLEKHJ1" 6.6860029655619 6.46922645093669
"8920" "SF3A2" 6.45201066228944 6.35455113608324
"8921" "AMH" 4.8042086246255 4.8042086246255
"8922" "JSRP1" 4.8042086246255 4.8042086246255
"8923" "OAZ1" 10.3862150537875 9.41892876514077
"8924" "LINGO3" 4.8042086246255 4.8042086246255
"8925" "LSM7" 6.37343888004847 6.10172682209542
"8926" "SPPL2B" 6.71081090934053 6.54845204090315
"8927" "TMPRSS9" 5.05230885153046 5.46915356393888
"8928" "TIMM13" 7.9456386681012 7.49732414857034
"8929" "LMNB2" 6.3064707974739 6.38430120544605
"8930" "GADD45B" 5.29859812308619 5.84236529308121
"8931" "GNG7" 4.8042086246255 5.27645734958109
"8932" "DIRAS1" 4.8042086246255 4.8042086246255
"8933" "SLC39A3" 6.83915183773365 6.70419389324188
"8934" "SGTA" 7.86998467620246 8.06704397883718
"8935" "THOP1" 6.48201967839368 6.49622375330798
"8936" "CREB3L3" 10.1093395249182 9.75692836358814
"8937" "ZBTB7A" 7.71680068416943 7.92908915591418
"8938" "PIAS4" 6.75900016033727 6.63475454691091
"8939" "EEF2" 12.7118056242531 12.1811022117197
"8940" "SNORD37" 4.8042086246255 4.8042086246255
"8941" "DAPK3" 6.6606905318198 6.53560652240139
"8942" "NMRK2" 4.8042086246255 4.8042086246255
"8943" "ATCAY" 4.8042086246255 4.8042086246255
"8944" "ZFR2" 5.29859812308619 5.61510760613109
"8945" "MATK" 5.35628674827745 5.46915356393888
"8946" "MRPL54" 6.6606905318198 6.7699752664855
"8947" "APBA3" 7.60861687159508 6.94910003016571
"8948" "TJP3" 7.85958215520532 7.50348739900056
"8949" "PIP5K1C" 7.68166717576118 7.59277431976501
"8950" "CACTIN" 6.67341125497523 6.44159788034067
"8951" "TBXA2R" 4.8042086246255 5.46915356393888
"8952" "GIPC3" 5.23288184387008 5.27645734958109
"8953" "HMG20B" 6.91457935862308 6.89211772185221
"8954" "MFSD12" 6.34044825375693 6.72650582937424
"8955" "C19orf71" 4.8042086246255 5.27645734958109
"8956" "FZR1" 6.60845513754474 6.69288681889868
"8957" "DOHH" 6.01076727900417 5.67822735473274
"8958" "SMIM24" 5.15464567659484 5.61510760613109
"8959" "NFIC" 8.53532160267476 9.19513366622112
"8960" "CELF5" 4.8042086246255 4.8042086246255
"8961" "NCLN" 8.12086361667358 7.99111311117629
"8962" "S1PR4" 5.50004280587026 5.4268835057254
"8963" "GNA15" 5.15464567659484 5.70795337303042
"8964" "GNA11" 8.02208734323872 8.07114487454611
"8965" "TLE5" 10.4904414829005 9.66319098751732
"8966" "TLE2" 6.60845513754474 6.3393806604567
"8967" "TLE6" 5.29859812308619 5.6473240770109
"8968" "ZNF77" 5.15464567659484 5.50872733688904
"8969" "SIRT6" 5.29859812308619 5.76431126353416
"8970" "ANKRD24" 5.93979290451336 6.32400479322309
"8971" "C2orf16" 4.8042086246255 4.8042086246255
"8972" "ZNF721" 5.77917395300072 5.98072098369715
"8973" "TDG" 7.02490542841386 6.80162379386341
"8974" "GLT8D2" 5.15464567659484 5.46915356393888
"8975" "HCFC2" 7.11775147698716 7.26199284635832
"8976" "NFYB" 7.72257101458226 7.82084282118324
"8977" "TXNRD1" 9.69735676639506 9.95338680264243
"8978" "EID3" 5.61727536533934 5.61510760613109
"8979" "CHST11" 4.8042086246255 5.93683636927662
"8980" "SLC41A2" 8.8113367524597 8.29420195600558
"8981" "NOPCHAP1" 7.58338536356142 7.74545224179281
"8982" "ALDH1L2" 5.29859812308619 5.46915356393888
"8983" "WASHC4" 8.49591119572559 8.59853173069542
"8984" "APPL2" 7.79001431655919 8.16232285327922
"8985" "C12orf75" 4.8042086246255 4.8042086246255
"8986" "NUAK1" 6.0769719407648 6.27657537279415
"8987" "CKAP4" 6.01076727900417 6.48280191020046
"8988" "TCP11L2" 7.91084003587315 7.08992420258825
"8989" "POLR3B" 7.3327003284081 7.38807720339309
"8990" "RFX4" 6.43671443117409 6.00193775509656
"8991" "RIC8B" 6.98585581873407 6.9113914633463
"8992" "FHL1" 4.8042086246255 4.8042086246255
"8993" "TMEM263" 7.12668834834614 7.44057407533407
"8994" "MTERF2" 5.65244195583704 5.81711929088436
"8995" "CRY1" 7.1443842260392 6.06298629817486
"8996" "BTBD11" 5.68605671051016 5.95902987350094
"8997" "PWP1" 7.30957656618722 7.17872075284383
"8998" "PRDM4" 6.71081090934053 6.82229349640528
"8999" "ASCL4" 4.8042086246255 5.1388808441977
"9000" "RTCB" 8.40303871390863 8.36915000923666
"9001" "BPIFC" 4.8042086246255 4.8042086246255
"9002" "FBXO7" 7.36293232922811 7.21721206934954
"9003" "RNU6-491P" 4.8042086246255 4.8042086246255
"9004" "SYN3" 5.50004280587026 5.86691446604807
"9005" "TIMP3" 7.11775147698716 8.35581375410151
"9006" "HSP90B1" 11.6302804195803 11.278911361743
"9007" "NT5DC3" 4.8042086246255 4.8042086246255
"9008" "STAB2" 9.83992076753862 9.47979515988479
"9009" "C12orf42" 4.8042086246255 4.8042086246255
"9010" "ASCL1" 4.8042086246255 4.8042086246255
"9011" "PAH" 12.3040609563383 11.5220609502857
"9012" "IGF1" 11.904148953642 10.6989743840021
"9013" "PMCH" 4.8042086246255 4.8042086246255
"9014" "PARPBP" 5.15464567659484 5.1388808441977
"9015" "NUP37" 6.11882819240081 5.70795337303042
"9016" "WASHC3" 7.09057468329602 6.85268426035096
"9017" "DRAM1" 5.4082548872665 6.21000357602032
"9018" "GNPTAB" 7.06282934832773 7.54587458838821
"9019" "CHPT1" 10.0742766248012 10.7152705852448
"9020" "MYBPC1" 4.8042086246255 4.8042086246255
"9021" "SPIC" 5.749291713851 5.91410950199526
"9022" "ARL1" 8.98229934477471 9.11468332551096
"9023" "UTP20" 8.00336070908351 8.23345104964945
"9024" "SLC5A8" 4.8042086246255 5.27645734958109
"9025" "ANO4" 4.8042086246255 5.27645734958109
"9026" "GAS2L3" 6.2890893847959 7.01257458054667
"9027" "NR1H4" 9.22384603958632 9.29583725678144
"9028" "SLC17A8" 8.26111985704201 7.63813611188124
"9029" "SCYL2" 8.28835048880459 8.48080064336623
"9030" "ACTR6" 6.79397135437005 6.85268426035096
"9031" "UHRF1BP1L" 8.80330322320992 8.93437931771394
"9032" "ANKS1B" 5.15464567659484 4.8042086246255
"9033" "APAF1" 6.71081090934053 7.17088807451675
"9034" "RNU6-974P" 4.8042086246255 4.8042086246255
"9035" "IKBIP" 5.98768163381128 6.42753588264095
"9036" "SLC25A3" 10.0165691568038 9.7211966512105
"9037" "SNORA53" 5.58034414053573 6.10172682209542
"9038" "MIR135A2" 4.8042086246255 4.8042086246255
"9039" "MIR1251" 4.8042086246255 4.8042086246255
"9040" "NEDD1" 7.37780023436558 7.26199284635832
"9041" "SNORA79" 4.8042086246255 5.27645734958109
"9042" "CFAP54" 5.58034414053573 5.79112197536837
"9043" "CDK17" 8.08573919983122 7.7961618529892
"9044" "ELK3" 6.9557849299918 6.57374037583509
"9045" "LTA4H" 7.90579768269311 7.72987289843861
"9046" "HAL" 11.3585341314451 8.66207496207793
"9047" "AMDHD1" 10.3325238391366 8.76375777629626
"9048" "CCDC38" 5.68605671051016 5.27645734958109
"9049" "SNRPF" 4.8042086246255 4.8042086246255
"9050" "NTN4" 6.87202022543126 6.78061275619029
"9051" "USP44" 4.8042086246255 4.8042086246255
"9052" "METAP2" 8.44506465956016 8.29069945445853
"9053" "VEZT" 7.68166717576118 7.68206119974064
"9054" "MIR331" 4.8042086246255 4.8042086246255
"9055" "FGD6" 8.75134948456224 8.58433573442248
"9056" "NR2C1" 7.41427619356227 6.79116172412239
"9057" "NDUFA12" 7.94071987654585 7.52181325468084
"9058" "TMCC3" 7.0152513657479 7.63813611188124
"9059" "CEP83" 6.80541746998685 6.92092178495256
"9060" "PLXNC1" 8.32636726654299 7.87365616510797
"9061" "CRADD" 6.73513645494326 6.88237195125245
"9062" "SOCS2" 7.47068724541958 6.61071276400889
"9063" "MRPL42" 7.53809061536898 7.25463193194411
"9064" "UBE2N" 8.05427212816957 7.78616616502866
"9065" "NUDT4" 9.97439629249027 10.3100462112427
"9066" "ANAPC15" 4.8042086246255 4.8042086246255
"9067" "EEA1" 8.99879404441621 8.92316526006337
"9068" "ATP5MGL" 4.8042086246255 4.8042086246255
"9069" "BTG1" 8.72606545368871 8.6808663387042
"9070" "DCN" 9.91864711378338 11.0503738696047
"9071" "LUM" 6.45201066228944 8.64029209892465
"9072" "KERA" 4.8042086246255 4.8042086246255
"9073" "EPYC" 4.8042086246255 4.8042086246255
"9074" "CCER1" 4.8042086246255 4.8042086246255
"9075" "ATP2B1" 8.53207868210664 8.7254998161998
"9076" "POC1B" 6.01076727900417 6.10172682209542
"9077" "POC1B-GALNT4" 7.46376151558679 7.44699680963135
"9078" "DUSP6" 8.64141292982548 8.90047041330906
"9079" "CS" 4.8042086246255 4.8042086246255
"9080" "KITLG" 6.11882819240081 6.59851270124454
"9081" "TMTC3" 7.30957656618722 7.26199284635832
"9082" "CEP290" 6.15906619709365 6.78061275619029
"9083" "C12orf29" 5.83597722423755 5.86691446604807
"9084" "C12orf50" 4.8042086246255 4.8042086246255
"9085" "MGAT4C" 4.8042086246255 4.8042086246255
"9086" "NTS" 4.8042086246255 4.8042086246255
"9087" "RASSF9" 5.61727536533934 6.3393806604567
"9088" "ALX1" 4.8042086246255 4.8042086246255
"9089" "LRRIQ1" 4.8042086246255 5.1388808441977
"9090" "SLC6A15" 4.8042086246255 4.8042086246255
"9091" "RNU6-367P" 4.8042086246255 4.8042086246255
"9092" "TMTC2" 6.0553842866584 7.11473441716293
"9093" "METTL25" 6.2890893847959 6.21000357602032
"9094" "CCDC59" 7.08139066952723 7.08154997472596
"9095" "PPFIA2" 5.68605671051016 5.73661589030419
"9096" "ACSS3" 7.02490542841386 7.47239106233835
"9097" "LIN7A" 7.48443477733723 6.85268426035096
"9098" "MYF5" 4.8042086246255 4.8042086246255
"9099" "MYF6" 4.8042086246255 4.8042086246255
"9100" "PTPRQ" 4.8042086246255 5.04112230666939
"9101" "OTOGL" 4.8042086246255 4.8042086246255
"9102" "PPP1R12A" 8.38155106984464 8.5320282072183
"9103" "PAWR" 6.21670313159218 6.99475089967186
"9104" "SYT1" 6.40550809871165 6.59851270124454
"9105" "NAV3" 5.15464567659484 5.61510760613109
"9106" "E2F7" 4.8042086246255 5.46915356393888
"9107" "RNU6-126P" 4.8042086246255 4.8042086246255
"9108" "CSRP2" 6.92500392682031 6.99475089967186
"9109" "ZDHHC17" 7.26211034524512 7.42763754458105
"9110" "OSBPL8" 9.55032018289178 9.74807823466109
"9111" "BBS10" 6.2890893847959 6.53560652240139
"9112" "NAP1L1" 8.29603568664969 9.02526712923022
"9113" "PHLDA1" 6.56776300832837 6.46922645093669
"9114" "KRR1" 7.19610754208163 7.1471109815755
"9115" "GLIPR1" 4.8042086246255 5.79112197536837
"9116" "GLIPR1L1" 4.8042086246255 4.8042086246255
"9117" "GLIPR1L2" 4.8042086246255 4.8042086246255
"9118" "CAPS2" 4.8042086246255 5.04112230666939
"9119" "KCNC2" 4.8042086246255 4.8042086246255
"9120" "ATXN7L3B" 9.08296243111214 8.87041927694528
"9121" "TRHDE" 6.3064707974739 5.27645734958109
"9122" "TPH2" 4.8042086246255 4.8042086246255
"9123" "TBC1D15" 8.184459300042 8.44664449255896
"9124" "RAB21" 8.2532427343167 8.30118114884304
"9125" "TMEM19" 9.5958751581843 8.98486324461653
"9126" "ZFC3H1" 8.79792238003085 8.6808663387042
"9127" "LGR5" 6.46711048325492 6.44159788034067
"9128" "TSPAN8" 5.29859812308619 6.53560652240139
"9129" "PTPRR" 4.8042086246255 4.8042086246255
"9130" "PTPRB" 10.3417659663307 9.73406002566797
"9131" "KCNMB4" 4.8042086246255 4.8042086246255
"9132" "CNOT2" 8.01742896002593 7.87365616510797
"9133" "MYRFL" 4.8042086246255 4.8042086246255
"9134" "RAB3IP" 7.3250360942624 7.17088807451675
"9135" "BEST3" 4.8042086246255 4.8042086246255
"9136" "LRRC10" 4.8042086246255 4.8042086246255
"9137" "CCT2" 9.15408064561165 9.04401569708982
"9138" "FRS2" 7.74541631395162 7.83059456856832
"9139" "YEATS4" 6.97590888692416 6.78061275619029
"9140" "LYZ" 4.8042086246255 4.8042086246255
"9141" "CPSF6" 8.69164267575269 8.96313180018113
"9142" "CPM" 6.0769719407648 5.58141322656787
"9143" "MDM2" 7.51152410209687 8.04218518952902
"9144" "SLC35E3" 6.82800574768513 6.9113914633463
"9145" "NUP107" 6.0553842866584 6.64660151069218
"9146" "RAP1B" 8.44160948722134 8.93661163880669
"9147" "MDM1" 5.29859812308619 5.67822735473274
"9148" "IL22" 4.8042086246255 4.8042086246255
"9149" "CDC5L" 5.54138109093382 5.38132291929405
"9150" "IFNG" 4.8042086246255 4.8042086246255
"9151" "DYRK2" 9.10923309726933 8.34235122695893
"9152" "CAND1" 9.3150259307315 8.90047041330906
"9153" "GRIP1" 5.15464567659484 5.27645734958109
"9154" "HELB" 7.0152513657479 6.8120005412668
"9155" "IRAK3" 5.77917395300072 6.1751242713118
"9156" "LLPH" 7.1443842260392 7.08992420258825
"9157" "HMGA2" 5.05230885153046 4.8042086246255
"9158" "MSRB3" 7.34032156718926 7.44699680963135
"9159" "LEMD3" 7.37038655882023 7.45975269638686
"9160" "WIF1" 4.8042086246255 5.1388808441977
"9161" "GNS" 9.71169490620695 9.84611902114149
"9162" "RASSF3" 9.15827966996616 8.95874570372995
"9163" "TBK1" 7.73404046846658 7.70882572851771
"9164" "XPOT" 9.1666410575469 9.35203521338828
"9165" "C12orf56" 4.8042086246255 4.8042086246255
"9166" "KICS2" 5.29859812308619 6.1751242713118
"9167" "SRGAP1" 5.68605671051016 5.76431126353416
"9168" "RXYLT1" 6.81676160269373 6.73751467100124
"9169" "AVPR1A" 8.2689534925683 6.75924758164228
"9170" "PPM1H" 6.01076727900417 6.66996000298186
"9171" "MIRLET7I" 4.8042086246255 4.8042086246255
"9172" "MON2" 9.40430180666585 8.98917028850649
"9173" "USP15" 8.8867552971077 8.70728974743579
"9174" "TAFA2" 4.8042086246255 5.38132291929405
"9175" "SLC16A7" 8.60177391074436 10.3397867810712
"9176" "LRIG3" 7.09057468329602 6.69288681889868
"9177" "ATP23" 6.03332500341745 5.91410950199526
"9178" "CTDSP2" 8.71468302060709 8.56711205785751
"9179" "MIR26A2" 5.15464567659484 4.8042086246255
"9180" "AVIL" 5.4082548872665 4.8042086246255
"9181" "TSFM" 6.6606905318198 6.8120005412668
"9182" "EEF1AKMT3" 4.8042086246255 4.8042086246255
"9183" "METTL1" 6.40550809871165 6.50949595644477
"9184" "CYP27B1" 4.8042086246255 4.8042086246255
"9185" "MARCHF9" 4.8042086246255 4.8042086246255
"9186" "CDK4" 7.73973999350064 7.59852646979461
"9187" "TSPAN31" 9.37033961034301 8.48386552898064
"9188" "AGAP2" 5.749291713851 6.0227057014901
"9189" "OS9" 10.1286937884328 9.45668886086442
"9190" "B4GALNT1" 7.9456386681012 7.96927423919382
"9191" "ARHGEF25" 5.71829242314136 5.93683636927662
"9192" "DTX3" 5.58034414053573 6.04304810839836
"9193" "PIP4K2C" 7.10875416967303 7.38807720339309
"9194" "KIF5A" 5.50004280587026 5.46915356393888
"9195" "DCTN2" 9.02203359580949 8.90275614082519
"9196" "MBD6" 6.62172340710685 6.99475089967186
"9197" "DDIT3" 6.11882819240081 6.29260948654156
"9198" "MARS1" 8.60486243401469 8.11944882419612
"9199" "ARHGAP9" 6.03332500341745 6.53560652240139
"9200" "GLI1" 4.8042086246255 4.8042086246255
"9201" "INHBE" 8.17196670741249 8.86573955788079
"9202" "INHBC" 8.184459300042 7.89237812362157
"9203" "R3HDM2" 8.35606491568961 8.7020439902285
"9204" "RNU6-288P" 4.8042086246255 5.1388808441977
"9205" "STAC3" 5.15464567659484 5.46915356393888
"9206" "NDUFA4L2" 5.4082548872665 5.38132291929405
"9207" "SHMT2" 9.36126721925072 9.47826623557198
"9208" "NXPH4" 4.8042086246255 4.8042086246255
"9209" "LRP1" 13.0514652445031 13.0679670072914
"9210" "STAT6" 8.65040627091058 8.56711205785751
"9211" "NAB2" 6.81676160269373 6.32400479322309
"9212" "NEMP1" 6.49674375586089 6.58618953069483
"9213" "MYO1A" 4.8042086246255 4.8042086246255
"9214" "TAC3" 4.8042086246255 4.8042086246255
"9215" "ZBTB39" 7.0721425489838 6.98574736243951
"9216" "GPR182" 7.62724326869521 7.34733561272764
"9217" "RDH16" 5.50004280587026 5.1388808441977
"9218" "SDR9C7" 9.32252524109136 8.08337658060712
"9219" "HSD17B6" 8.94386903196765 8.77877902927884
"9220" "NACA" 9.99094387440253 9.54258523146628
"9221" "PTGES3" 9.23183531346824 9.48437220532441
"9222" "ATP5F1B" 12.3134825335898 11.9643104997147
"9223" "SNORD59A" 5.23288184387008 5.1388808441977
"9224" "BAZ2A" 8.4992373224352 8.382362371828
"9225" "RBMS2" 6.75900016033727 6.74842797633885
"9226" "GLS2" 10.506965879045 8.32191529771968
"9227" "SPRYD4" 7.65774176484087 6.73751467100124
"9228" "MIP" 4.8042086246255 4.8042086246255
"9229" "TIMELESS" 6.38958485850662 6.27657537279415
"9230" "APOF" 11.2957422912706 10.0105220099015
"9231" "STAT2" 8.41012975980574 7.96927423919382
"9232" "IL23A" 4.8042086246255 5.04112230666939
"9233" "PAN2" 7.90579768269311 7.66575166094086
"9234" "COQ10A" 6.90407024623149 6.61071276400889
"9235" "ANKRD52" 7.73973999350064 7.84989662915622
"9236" "SLC39A5" 5.4082548872665 5.46915356393888
"9237" "NABP2" 6.90407024623149 6.35455113608324
"9238" "RNF41" 6.77076486413878 6.87255196081827
"9239" "SMARCC2" 8.95598953526521 8.97403869324792
"9240" "MYL6" 9.37755652332969 9.38342205009634
"9241" "MYL6B" 5.50004280587026 5.54603806016391
"9242" "ESYT1" 7.09969554064045 7.93361130385241
"9243" "ZC3H10" 6.09811243869191 6.29260948654156
"9244" "ERBB3" 10.3417659663307 9.90530660196299
"9245" "RPS26" 8.55462582171336 7.98677235326057
"9246" "IKZF4" 5.50004280587026 5.27645734958109
"9247" "SUOX" 9.14775899311441 8.61817195125395
"9248" "RAB5B" 9.42882303878226 9.02945470497346
"9249" "CDK2" 6.8502017458972 6.8325041454167
"9250" "PMEL" 5.15464567659484 5.21364100609105
"9251" "DGKA" 6.40550809871165 6.38430120544605
"9252" "PYM1" 6.64783776772302 6.30841677953576
"9253" "MMP19" 8.12519342900972 7.75574260644489
"9254" "SARNP" 7.35543707502623 7.18650788714992
"9255" "ORMDL2" 6.88279226666934 6.12056386043788
"9256" "GDF11" 4.8042086246255 5.54603806016391
"9257" "CD63" 5.23288184387008 7.55182489469345
"9258" "RDH5" 6.34044825375693 6.22702982602593
"9259" "ITGA7" 6.80541746998685 6.72650582937424
"9260" "METTL7B" 10.9985161227892 11.1058100029793
"9261" "OR2AP1" 4.8042086246255 4.8042086246255
"9262" "OR6C6" 4.8042086246255 4.8042086246255
"9263" "OR6C68" 4.8042086246255 4.8042086246255
"9264" "OR6C1" 4.8042086246255 4.8042086246255
"9265" "OR6C3" 4.8042086246255 4.8042086246255
"9266" "OR6C75" 4.8042086246255 4.8042086246255
"9267" "OR6C2" 4.8042086246255 4.8042086246255
"9268" "OR10P1" 4.8042086246255 4.8042086246255
"9269" "OR6C65" 4.8042086246255 4.8042086246255
"9270" "OR6C76" 4.8042086246255 4.8042086246255
"9271" "OR6C70" 4.8042086246255 4.8042086246255
"9272" "OR6C74" 4.8042086246255 4.8042086246255
"9273" "OR9K2" 4.8042086246255 4.8042086246255
"9274" "NEUROD4" 4.8042086246255 4.8042086246255
"9275" "TESPA1" 5.54138109093382 5.27645734958109
"9276" "INSR" 10.3844273850687 10.2495537951052
"9277" "ARHGEF18" 7.73973999350064 8.00405568986301
"9278" "PEX11G" 7.1443842260392 7.07312248057399
"9279" "TEX45" 4.8042086246255 5.1388808441977
"9280" "ZNF358" 6.53985659398804 6.12056386043788
"9281" "MCOLN1" 7.57700491185749 7.56952345389425
"9282" "PNPLA6" 7.85958215520532 7.3542110781795
"9283" "CAMSAP3" 6.38958485850662 6.8120005412668
"9284" "XAB2" 7.10875416967303 7.1471109815755
"9285" "PET100" 6.6860029655619 6.54845204090315
"9286" "PCP2" 4.8042086246255 4.8042086246255
"9287" "STXBP2" 7.22951347078946 7.45338958613534
"9288" "RETN" 4.8042086246255 4.8042086246255
"9289" "MCEMP1" 4.8042086246255 5.33161740733695
"9290" "TRAPPC5" 6.89347507020915 6.96755226484016
"9291" "FCER2" 5.35628674827745 5.46915356393888
"9292" "CLEC4G" 8.09460249224833 7.18650788714992
"9293" "CD209" 5.15464567659484 5.1388808441977
"9294" "CLEC4M" 5.15464567659484 4.8042086246255
"9295" "EVI5L" 6.03332500341745 6.54845204090315
"9296" "PRR36" 4.8042086246255 5.1388808441977
"9297" "LRRC8E" 5.29859812308619 5.27645734958109
"9298" "MAP2K7" 6.98585581873407 7.00369300439135
"9299" "TGFBR3L" 5.35628674827745 5.46915356393888
"9300" "SNAPC2" 6.74712480859894 6.36952262463349
"9301" "CTXN1" 4.8042086246255 4.8042086246255
"9302" "TIMM44" 8.12951002431758 7.55774965654564
"9303" "ELAVL1" 8.34500087830027 8.13127120310878
"9304" "CERS4" 5.80804026478664 6.1751242713118
"9305" "SHCBP1" 5.29859812308619 5.54603806016391
"9306" "SLC10A2" 8.0768199396901 7.96044291846662
"9307" "EFNB2" 5.68605671051016 5.98072098369715
"9308" "ARGLU1" 8.06784398549333 8.15847845616698
"9309" "NALF1" 4.8042086246255 4.8042086246255
"9310" "LIG4" 6.0769719407648 6.30841677953576
"9311" "ABHD13" 7.91084003587315 7.47239106233835
"9312" "TNFSF13B" 4.8042086246255 5.73661589030419
"9313" "MYO16" 5.15464567659484 4.8042086246255
"9314" "IRS2" 8.16777789643644 7.55182489469345
"9315" "COL4A1" 8.81666750195159 9.41093570696343
"9316" "COL4A2" 7.72831754198091 8.57574987630448
"9317" "RAB20" 6.45201066228944 6.50949595644477
"9318" "NAXD" 8.03135818497858 7.72987289843861
"9319" "CARS2" 6.72303266289107 6.57374037583509
"9320" "ING1" 6.79397135437005 6.50949595644477
"9321" "ANKRD10" 7.0440036936547 7.3124266900321
"9322" "ARHGEF7" 7.91084003587315 8.15847845616698
"9323" "TEX29" 5.15464567659484 4.8042086246255
"9324" "SOX1" 4.8042086246255 4.8042086246255
"9325" "SPACA7" 4.8042086246255 4.8042086246255
"9326" "TUBGCP3" 7.16184849670673 7.42763754458105
"9327" "ATP11A" 7.25403470078251 7.45338958613534
"9328" "MCF2L" 5.15464567659484 5.27645734958109
"9329" "F7" 8.86377169130384 7.57537293510771
"9330" "F10" 10.9235779153263 9.73917336369554
"9331" "PROZ" 11.228100385094 10.2297200019078
"9332" "PCID2" 7.00552585381089 6.61071276400889
"9333" "CUL4A" 9.62344199368724 9.53230870796162
"9334" "LAMP1" 11.0994698526873 11.3763936579627
"9335" "GRTP1" 7.09057468329602 6.88237195125245
"9336" "ADPRHL1" 4.8042086246255 4.8042086246255
"9337" "DCUN1D2" 7.16184849670673 6.84263393225485
"9338" "RNU6-745P" 5.15464567659484 4.8042086246255
"9339" "TMCO3" 6.25349087762958 6.57374037583509
"9340" "TFDP1" 7.20453721925168 7.3124266900321
"9341" "ATP4B" 4.8042086246255 4.8042086246255
"9342" "GRK1" 4.8042086246255 4.8042086246255
"9343" "TMEM255B" 5.15464567659484 5.1388808441977
"9344" "GAS6" 7.56415495270273 9.04194458218004
"9345" "C13orf46" 4.8042086246255 4.8042086246255
"9346" "RASA3" 6.90407024623149 7.60995954745272
"9347" "CFAP97D2" 4.8042086246255 4.8042086246255
"9348" "CDC16" 7.63952324210191 7.64370335595307
"9349" "UPF3A" 6.53985659398804 6.59851270124454
"9350" "CHAMP1" 6.49674375586089 6.68147624263592
"9351" "COPRS" 5.58034414053573 5.54603806016391
"9352" "FBXO25" 6.25349087762958 6.46922645093669
"9353" "TDRP" 6.53985659398804 6.99475089967186
"9354" "ERICH1" 5.71829242314136 5.70795337303042
"9355" "DLGAP2" 4.8042086246255 4.8042086246255
"9356" "CLN8" 7.73404046846658 8.06293113569898
"9357" "ARHGEF10" 6.15906619709365 6.29260948654156
"9358" "KBTBD11" 5.15464567659484 6.66996000298186
"9359" "MYOM2" 4.8042086246255 4.8042086246255
"9360" "CSMD1" 4.8042086246255 5.81711929088436
"9361" "MCPH1" 6.42121570946038 6.61071276400889
"9362" "ANGPT2" 5.58034414053573 5.86691446604807
"9363" "AGPAT5" 6.91457935862308 6.89211772185221
"9364" "XKR5" 4.8042086246255 4.8042086246255
"9365" "DEFB105B" 4.8042086246255 4.8042086246255
"9366" "SPAG11A" 4.8042086246255 4.8042086246255
"9367" "DEFB103A" 4.8042086246255 4.8042086246255
"9368" "DEFA4" 4.8042086246255 4.8042086246255
"9369" "DEFB107B" 4.8042086246255 4.8042086246255
"9370" "CCDC70" 4.8042086246255 4.8042086246255
"9371" "ATP7B" 8.51246476887838 8.70728974743579
"9372" "ALG11" 8.22128936988735 7.58119776341917
"9373" "NEK5" 5.29859812308619 5.54603806016391
"9374" "NEK3" 5.54138109093382 5.76431126353416
"9375" "CKAP2" 5.15464567659484 5.38132291929405
"9376" "VPS36" 7.62106224996351 7.49113315415578
"9377" "THSD1" 5.65244195583704 6.0227057014901
"9378" "TPTE" 5.68605671051016 5.21364100609105
"9379" "SLC25A15" 10.9767372526168 9.84256046896892
"9380" "MRPS31" 7.62724326869521 7.29104189688347
"9381" "SMIM19" 6.92500392682031 6.72650582937424
"9382" "SLC20A2" 8.94143258469507 8.58433573442248
"9383" "VDAC3" 8.76796060650739 9.02106729270324
"9384" "DKK4" 4.8042086246255 4.8042086246255
"9385" "POLB" 6.82800574768513 6.64660151069218
"9386" "IKBKB" 8.6770515882539 8.5699971432791
"9387" "PLAT" 5.29859812308619 6.04304810839836
"9388" "AP3M2" 6.11882819240081 5.79112197536837
"9389" "RNU6-925P" 4.8042086246255 4.8042086246255
"9390" "KAT6A" 8.54500636321717 8.60978776863757
"9391" "ANK1" 5.15464567659484 5.38132291929405
"9392" "MIR486-1" 4.8042086246255 4.8042086246255
"9393" "NKX6-3" 4.8042086246255 4.8042086246255
"9394" "GPAT4" 9.56934576219504 9.58865083308552
"9395" "GINS4" 6.75900016033727 6.64660151069218
"9396" "GOLGA7" 8.46221590874658 8.26236393856978
"9397" "SFRP1" 4.8042086246255 5.67822735473274
"9398" "ZMAT4" 4.8042086246255 4.8042086246255
"9399" "TCIM" 7.53149685009566 7.63813611188124
"9400" "IDO2" 8.89936641924994 7.92000096530612
"9401" "IDO1" 4.8042086246255 4.8042086246255
"9402" "ADAM18" 4.8042086246255 5.1388808441977
"9403" "ADAM32" 4.8042086246255 4.8042086246255
"9404" "ADAM9" 9.09834536545338 8.84448952343317
"9405" "TM2D2" 8.05427212816957 7.47239106233835
"9406" "HTRA4" 5.29859812308619 4.8042086246255
